place_id,restaurant_name,user,rating,text,english_texts,time,positive_prob,negative_prob,composite_score,confidence,keywords_scores,sentiment,hash
24,因果茶(微風南山店),Lèvr【第10級在地嚮導】,2,"在南港車站店買的，草莓大福飲料100元，應該是想做成可以喝的草莓大福，有草莓汁、紅豆和麻糬，個人很少說飲料不好喝的，但這個喝起來真的不行！
首先草莓的味道不像原汁，也吃不到草莓顆粒，濃稠的酸甜味道很怪；紅豆也沒有熬爛，硬硬一顆一顆的口感很差；麻糬還OK，但份量不多而且浮在表面，一開始還吸不太到，而且麻糬不是顆粒的口感，而是一整片吸起來的，口感不佳；最後是甜度過高，點無糖大概有半糖的甜度，不知道是不是草莓果醬的甜，這個價格100元真的要再努力，不是把所有東西混在一起就可以當創意新飲品來賣了！
唯一可取的是南港車站店服務不錯，店員耐心介紹飲品，態度好。",3 週前,"At the South Harbor Station Shop, I bought a drink called Strawberry Peach Gourd for 100 yuan, which seems to be intended to be drinkable strawberry peach gourd, containing strawberry juice, red beans, and glutinous rice balls. Personally, it is seldom said that the drink is not good to drink, but this one is really hard to drink!
Firstly, the strawberry flavor does not resemble the original, nor can you taste individual strawberry seeds; the thick sweet-sour taste is strange. The red beans are also uncooked and hard, with a bad texture. The glutinous rice balls are still OK, but the quantity is small and they float on the surface, difficult to suck at first, and the glutinous rice balls have a poor texture because they are not in grain-like form but rather a whole piece that is sucked up, with a poor texture. Lastly, the sweetness is too high, about half as sweet as sugar, I'm not sure if it is strawberry syrup sweetness, this price of 100 yuan really needs to be improved, it's not just mixing everything together and selling it as a creative new drink!
The only positive point is the service at South Harbor Station Shop is good, the staff are patient in explaining the drinks, with a good attitude.",0.11,0.17,0.72,-0.89,負向情感,7.27,a50869ba7a41627d959fcc9e62eaa707a54130e75100017fe2b4f10075a1b6b4
24,因果茶(微風南山店),Ruby K,3,缺貨沒寫標註在菜單上（有的有標有的沒標），櫃檯店員臉很臭的說缺貨，用那種好像客人明知缺貨故意找碴的語氣說話，飲料本身ok但點餐壓力太大了不會想再去，我應該喝旁邊的天仁的,2 個月前,"The cashier, with a smug expression, informs you that there is no stock (some have tags, some don't) on the menu. He speaks in a way that implies he knows you are aware of the out-of-stock items and are intentionally causing trouble. The beverage itself is fine, but the pressure to order is too intense, making you unlikely to want to return again, suggesting you should drink the nearby Tian Rong instead.",0.08,0.08,0.84,-0.37,負向情感,4.23,1241684269ae5877bcc4e4cc3758afba6353d3d7edf0a51b49d7519e375b5d2e
24,因果茶(微風南山店),花神樂,5,如果我是老闆一定會給這位員工加薪，高峰時段自己一個人點餐又要製作 重點非常有耐性的親切服務態度 讓我有點感動 公司可以有這麼優秀的員工 真的要給她好好的加薪⭐️⭐️⭐️⭐️⭐️,1 個月前,"If I were the boss, I would definitely give this employee a raise. Her attentive and patient service attitude during peak hours, where she worked alone taking orders and preparing food, touched me. It's great to have such an excellent employee in the company. Truly, she deserves a good raise ⭐️⭐️⭐️⭐️⭐️",0.28,0.03,0.69,0.94,正向情感,5.27,a841f9b3e15d432e0e3410931a844089bfb27bfb45fd84211ab96ed5817419bc
24,因果茶(微風南山店),江沛辰,5,南山微風地下二樓手扶梯旁因果茶，今天點個蜂蜜冬瓜檸檬飲，意外的好喝，不過偏酸口味喔，不是冬瓜茶甜味多，內含珍珠好吃😋,4 個月前,"Underground second floor handrail staircase near Lucky Donggan Tea House. Today I ordered a Honey Winter Melon Lemon Drink, surprisingly it tasted good, but it was slightly sour, not the usual sweet taste of winter melon tea. The pearls inside were delicious 😋",0.22,0.07,0.72,0.74,正向情感,6.21,22c8bf28406b97fdfe34293e26f1a9a23b9d1d7643c41f3cafc1f7d11ba6ab9e
24,因果茶(微風南山店),林Jason,2,"土地公平安茶 $80

幾乎喝不出蘋果味
只有一點點蘋果醬殘渣
紅茶有澀味
珍珠寫蜂蜜珍珠但真的很淡

配料寫的特別
但喝起來跟普通的紅茶珍珠有70%像
價格卻是別人兩倍",3 個月前,"Land Fair and Peaceful Tea $80

Hardly any apple flavor can be tasted
Only a little bit of apple sauce residue remains
The tea has a mellow taste
Pearl with honey pearls but it is indeed very light

Ingredients are written specifically
But when tasted, it's 70% like a regular red tea pearl drink
Yet the price is twice as much as others.",0.11,0.0,0.89,0.72,正向情感,4.51,b657348f665cf71e02f5805ec2e7e8360df132726695f37277f0a458ae63d7f1
24,因果茶(微風南山店),屈佩宜,4,去年點過一杯月老桃花茶，算是來還願的（？），要購買的時候他櫃檯有寫備料中，原本想等，店員說大約要一個小時才會好，所以我附近逛一逛一個小時後再過來，點了兩杯一杯少冰一杯去冰的飲料，結果冰塊都很多。喝到快沒的時候打開來看發現很多物料是冰在冰塊裡面的，不知道是不是想維持在這個炎熱的天氣？但我是在室內和真的不用那麼冰啊，喝到剩1/3的時候真的有點受不了⋯⋯因為1/3都是冰塊,6 個月前,"Last year, I ordered a cup of moon old peach tea, it seemed like a wish to return, when it was time to buy, the counter had a sign that said ""in stock"", originally I wanted to wait, but the shop staff said it would be approximately an hour until it was ready, so I went out for a walk for an hour and came back later. I ordered two drinks, one with less ice and one without ice. However, there were many ice cubes in them. By the time I drank most of it, I found that there were a lot of materials that were ice inside the ice cubes, I didn't know if it was to maintain it in this hot weather? But I was indoors and didn't really need that much ice. When I had only 1/3 left, I could really no longer stand it... because 1/3 was still ice cubes.",0.05,0.02,0.93,0.38,正向情感,5.92,969812bc14675074f575c9d7250b10f4f59fb3710954de8b8e756dcc8c833b3d
24,因果茶(微風南山店),陳安妮,1,粒粒葡萄柚冰茶要95$喝起來還不是原汁，是果醬調的…這個價錢cp值有夠低,1 週前,"A glass of pomegranate-grapefruit slush tea costs $95, but it's not the original juice, it's a syrup version... The price seems too low for this.",0.0,0.2,0.81,-0.62,負向情感,3.57,43d120788b18235c92f5cb22f3dea770dafa7da0241d5e434cce62160be8d862
24,因果茶(微風南山店),周季賢,1,1/26 20.30什麼東西都沒有快笑死 茶也沒有料也沒有 店員態度也挺差的一個男的 蠻可悲的 一副我們打擾他做這個 我自己也是飲料店的 你一個平民憑什麼？,1 週前,"1/26 8:30 pm Nothing is funny, not even the tea. The service was also poor from a man. It's really sad. He looks like we're bothering him for doing this. I myself am from a beverage store. What gives you the right as a commoner?",0.05,0.23,0.72,-0.84,負向情感,4.06,045bbfa30b25252c4bb843dcb9f125b368420f884361e46203de8aefec73d21c
24,因果茶(微風南山店),許綺綺,1,鮮果茶怎麽會是加綠茶？主打第二杯半價結果才幾點就說沒有商品了？態度有夠差。重點飲料還不是賣很便宜也沒很好喝….,6 個月前,"Fresh Fruit Tea turning into Green Tea? The main dish is only half price for the second cup, and they say there's no product just a few minutes later? The attitude is not good enough. The drinks are neither cheap nor particularly tasty...",0.05,0.11,0.84,-0.4,負向情感,5.24,4eb335e8a622235d2a110788e7491fb32df8d1c6c2d81741dbd422a20631315c
24,因果茶(微風南山店),汪汪,1,茶超級難喝，有夠乾澀，五點左右站櫃檯女生態度差，東西有缺不先講，要點菜後才說沒有，叫客人直接看桌上菜單,3 週前,"The tea is extremely hard to drink, it's too dry and dusty. At around 5 o'clock, the girl behind the counter has a bad attitude, she doesn't explain East or West (options), only says there's no dish when asked for recommendations, and the customer has to directly look at the menu on the table.",0.0,0.13,0.87,-0.75,負向情感,3.99,7ed44622bc4513e8cdd4d99ec7500dd9433bb8f51f3f904fcba9bd0ee130ebef
23,鬍子茶 Who's tea(ATT 4 FUN),Carol Cheng,1,飲料還沒喝封膜的地方就自己開了，沒有去擠壓之類的，都是用飲料提袋裝，還是第一次見到這種狀況，只能說品管要再加油。,4 個月前,"The place where the beverages weren't sealed yet, he opened it himself without pushing or crowding. All of them were using disposable cups or bags to carry the drinks. This is the first time I've seen such a situation, all I can say is that quality control needs more effort.",0.0,0.0,1.0,0.0,中性情感,3.86,d600b6798fb38a694cf0e6bcefb49f6f4657b114d2abfa184934aeb768518eef
23,鬍子茶 Who's tea(ATT 4 FUN),張家瑋,1,"四果冰茶一分糖甜到死
根本變7分糖
乾隆鐵觀音無糖茶有個噁心的臭味
是從乾隆年間放到現在嗎
要不是Toyz 被關不然你們早就上他的美食公道伯了",2 週前,"4 fruit tea costs a sweetness that can be deadly, it has been increased to 7 sugar
Originally changed to 7 sugar
Qianlong's Iron Guanyin tea has an unpleasant odor without sugar
Is it from the Qianlong era and still present now?
If Toyz weren't banned, you would have been on his food channel long ago.",0.13,0.05,0.81,0.57,正向情感,4.64,f9c15f82620b9fa31febf4ae7a4e0b05e360e835943935b9cc9830dd151ca624
23,鬍子茶 Who's tea(ATT 4 FUN),CH C,1,"說了無糖去冰環保杯後把杯子放櫃檯上，跟同行的人講話等結帳，店員例行確認是不是用環保杯，我說對，到這邊都還好，只是接著店員強調「你不跟我說我不會知道你要用」我回應自己有講，他又堅定地說「你沒有講」，好喔現在是要找人吵架嗎？

不管今天到底是消費者沒講、講太小聲，還是店員自己沒有聽到，當下已經死無對證，硬是要吵架的點是什麼？不過就是一杯飲料，這麼介意的話貴店以後就在收銀台旁邊裝錄音設備算了🤷",3 個月前,"I admitted there was no sugar in the cup and placed it in the reusable cup holder, chatted with my companion until we settled the bill, and the cashier routinely checked if I used a reusable cup. I confirmed that I did, but he insisted, ""You didn't tell me you would use one."" I replied that I had indeed spoken, and he was firm in his response, ""You didn't say anything."" Now, it seems we are about to argue, isn't it? Regardless of whether the consumer didn't speak or spoke too quietly, or if the cashier failed to hear, at this point there is no way to prove otherwise. The reason for this confrontation, over just a drink, is unclear. However, if such a small matter is so important, the store may consider installing recording equipment by the cash register from now on.",0.03,0.12,0.84,-0.93,負向情感,6.75,a803a597f27a490bbc3fb94af58cfc8b3e2820da1592a8bac5ab76ea6ae277fc
23,鬍子茶 Who's tea(ATT 4 FUN),卡布,5,"#赤心芭樂玉露凍
這款聽說是得獎級飲品，之前停售一陣子近期又旋風似的回歸。赤心芭樂搭配台灣好茶的完美比例造成風潮，之前販售的時候讓網友一致好評「怎麼那麼搭！」，今年聽說有再升級，我就立刻來喝喝看。這款一喝，檸檬的味道非常濃烈，搭配著愛玉與芭樂的甜，欸真心層次感豐富欸。這款的檸檬清香跟凍檸茶的味道很像，濃郁之中卻不會過度酸，真的意外的好喝XD。

#葡萄椰果冰萃
這款說真的我一開始喝以為是桑葚XD，口感不像赤心芭樂玉露凍，比較多的水果清香。底部的椰果有畫龍點睛之效，我覺得蠻特別的味道。這兩款比起來的話，我個人喜歡芭樂玉露凍的酸度，不過這款葡萄椰果真的很順口，一不注意就喝完了。

最後再說一下，由於台北手搖好像要開始禁用塑膠杯了，他們還有特別連名設計紙杯款，真的豪可愛。

【鬍子茶x我不是胖虎 - 限量加購資訊】

第一波 加價購商品資訊
- 我不是胖虎厚磅帆布提杯袋：預計於11月1日上市，消費指定飲品 加購價198元。
- 我不是胖虎 毛絨地毯：預計於11月1日上市，消費滿100 加購價522元。
- 我不是胖虎 露肚款存錢筒：預計於11月1日上市，消費滿100 加購價629元。

第二波加價購商品資訊
- 我不是胖虎 鋼杯：預計於12月23日上市，消費指定飲品 加購價268元。
- 我不是胖虎 微笑飲料提袋吊飾：預計於12月23日上市，消費滿100 加購價269元。
- 我不是胖虎 一個億 招財虎：預計於12月23日上市，消費滿100 加購價1888元。",2 年前,"#Cherry Tomato Lychee Slush
I originally thought this was mango when I first tasted it (laughs), the texture is different from Cherry Tomato Lychee Dew, and there's more fruit aroma. The bottom layer of coconut has a hint of dragon's breath, I find the taste quite special. Compared to Cherry Tomato Lychee Dew, I prefer the acidity of this one, but it's so tasty that you might drink it all without noticing.

   #Berry Pineapple Ice Pick-up
This is said to be like pineapple (laughs), it doesn't have the same texture as Cherry Tomato Lychee Dew, and has more fruit aroma. The bottom layer of pineapple has a hint of dragon's breath, I find the taste quite special. As for these two, I personally prefer the acidity of Cherry Tomato Lychee Dew, but this Berry Pineapple is very tasty and easy to drink, you might finish it without noticing.

Lastly, since Taipei is said to be planning to ban plastic cups soon, they also have a special lined paper cup design, it's really cute.

  [Hairy Tea x I'm not the Panda Bear - Limited Edition Info]

First Wave of Limited Time Offer Information
- Hairy Tea Heavyweight Canvas Tote Bag: Expected to be available on November 1st, add specified drinks with a purchase for an additional cost of 198 yuan.
- Hairy Tea Shag Rug: Expected to be available on November 1st, spend over 100 yuan to get it for an additional cost of 522 yuan.
- Hairy Tea Moneybox: Expected to be available on November 1st, spend over 100 yuan to get it for an additional cost of 629 yuan.

Second Wave Limited Time Offer Information
- Hairy Tea Steel Cup: Expected to be available on December 23rd, add specified drinks with a purchase for an additional cost of 268 yuan.
- Hairy Tea Sling Bag Accessory: Expected to be available on December 23rd, spend over 100 yuan to get it for an additional cost of 269 yuan.
- Hairy Tea One Million Fortune Cat: Expected to be available on December 23rd, spend over 100 yuan to get it for an additional cost of 1888 yuan.",0.06,0.03,0.91,0.9,正向情感,8.87,eb437ba4b598449c834ba39fdc444e15643d444c207fe6bf23f9ced9f19b2be2
23,鬍子茶 Who's tea(ATT 4 FUN),秋山明,5,"鬍子茶是台灣的一家手搖杯店，主打奶蓋飲料，因為飲料會沾在嘴巴上像鬍子一樣，所以取名為鬍子茶。店內提供多種口味的奶蓋飲料，包括紅茶、綠茶、奶茶等，還有季節性的限定口味。店家使用的奶油濃郁滑順，喝起來很有層次感，也讓飲料更加美味。
除了美味的飲料，鬍子茶的服務態度也讓人感到滿意。店員會耐心解說飲料的種類及口感，並熱心推薦顧客喜愛的口味。如果你正在找尋一家口味獨特、服務優良的手搖杯店，鬍子茶絕對值得一試。",1 年前,"鬍子茶 is a Taiwanese tea shop specializing in milk foam beverages. The name comes from the fact that the drink adheres to your lips like a mustache, hence the name Mustache Tea. Inside the store, there are various flavors of milk foam beverages available such as red tea, green tea, milk tea and seasonal limited-time flavors. The shop uses rich and creamy milk foam that provides a layered taste sensation, making the drink even more delicious.
In addition to the tasty drinks, the service attitude at Mustache Tea also leaves customers satisfied. Staff will patiently explain the types of drinks and their textures, and enthusiastically recommend flavors that customers may enjoy. If you are looking for a unique-tasting, excellent service tea shop, Mustache Tea is definitely worth trying.",0.21,0.0,0.79,0.98,正向情感,7.56,ac7f50d60aaf134c383daf8db89d0221e9befcaded5537870cb1d1a3ed689cd8
23,鬍子茶 Who's tea(ATT 4 FUN),리리,1,難喝 飲料很水，店員態度也很差。,2 個月前,"The beverage is hard to drink, it's watery, and the employee attitude is also poor.",0.0,0.26,0.74,-0.54,負向情感,1.35,c331190374a425dcdd28ebe8adb031cac2f6c4c97919f7c743bb35fc0a8dee3f
23,鬍子茶 Who's tea(ATT 4 FUN),Kate Shen,1,"我在7/11晚上點了一杯乾隆鐵觀音拿鐵，結帳時臨時想加珍珠，當時服務的先生皺了眉，我還補了句「如果來不及了也沒關係」，但對方沒說話，繼續淡漠的收了我珍珠的錢。
後來我拿到飲料時，上面有著手寫的註記「真豬」。
珍珠，真豬。

我想請問，稱消費者為豬，是什麼意思？",6 個月前,"The meaning of calling a consumer ""pig"" is derogatory, implying that the customer is greedy or behaves in a rude or unpleasant manner.",0.0,0.32,0.68,-0.81,負向情感,5.16,72f8fbbb4fa6c2d964171302a7458bfb09d35de5eee127f3d4dc837ee1949514
23,鬍子茶 Who's tea(ATT 4 FUN),陳少棋,1,難喝，飲料沒味道跟水一樣 店員口氣不好態度極差，不想做收一收回去過聖誕節,2 個月前,"Difficult to drink, the beverage has no taste and is like water
   The employee's attitude is not good, very poor
   Don't want to pay and leave; won't come back until after Christmas",0.16,0.24,0.59,-0.3,負向情感,3.42,96d451a91aae8be98b79b7586dec50ea806790dd19c6f17978b6b31eef1346fd
23,鬍子茶 Who's tea(ATT 4 FUN),vickyyywu,4,很好喝，但店員態度普普，從未問過會員？也沒什麼熱忱,1 個月前,"Very tasty, but the attitude of the staff is ordinary, they never asked me if I'm a member? There's not much enthusiasm.",0.0,0.14,0.86,-0.48,負向情感,3.98,cec908d38718bed9a3c694a0d1180c4e048902a3867c29ef63e2ae4a7a72e9c1
23,鬍子茶 Who's tea(ATT 4 FUN),149cm,5,今天晚班看起來只有一個人 週日人潮很多 要點餐還要做飲料 來服務還微笑 真的辛苦你了！,2 個月前,"Today the evening shift seems to have only one person. There are many people on Sundays. Point of sale and making drinks, serving and even smiling, you really work hard!",0.1,0.05,0.85,0.38,正向情感,3.83,49708c8eebff242ee1c849a1e10d62ac1b25c045400fb94cf91ea18fa4706b3a
27,秀茶邸家(信義永吉店),Mina,1,"國王的價格
平民的品質

點了一杯他們家的招牌國王奶茶加珍珠
一杯飲料$80
我們隨口問了店家
國王奶茶是什麼 有什麼不一樣？
店家說有很多的茶香跟奶香
但喝起來很一般
也沒有所謂的香氣

真的是敢開價錢
要不是因為要跨年
不想打壞興致
所以$80我也買了
很失望
還不如到對面去點combuy
應該是一間很快就會倒的店",1 個月前,"The price of the king is 80 dollars.
The quality of the commoner.

I ordered a cup of their signature King Milk Tea with pearls.
One beverage costs $80.
We asked the shopkeeper casually
What is King Milk Tea, what makes it different?
The shopkeeper said there are many tea and milk fragrances
But it tastes quite ordinary
There is no real aroma as claimed

Indeed, it's daring to set the price
If not for the New Year, to keep enthusiasm
So I bought it for $80 anyway
I was very disappointed
It would have been better to go to combuy across the street
It seems like a shop that will close soon.",0.12,0.06,0.81,0.8,正向情感,6.16,7abde3bbcd66ca9133e649d069b2708bc8b58ef8dd853b892a7ff5de317a38ff
27,秀茶邸家(信義永吉店),Dora2015,5,通常用鮮奶做的飲料都會很水沒有很好喝，點了英格蘭鮮奶茶，奶味及茶香味十足，意外的清爽又好喝，下次會想試試別的飲料看看，希望店家能夠推一些活動或折價卷，我才有多的錢可以喝😂男店員雖然忙錄但還是認真親切。,8 個月前,"I usually find drinks made with fresh milk not very good to drink as they are watery. I ordered the English-style Fresh Milk Tea, and surprisingly, it had a rich milk flavor and the tea aroma was strong. It was refreshingly light and easy to drink. Next time, I'd like to try other drinks and hope the store offers some promotions or discounts so I can afford more drinks 😂 The male staff, despite being busy recording, still managed to be earnest and friendly.",0.29,0.03,0.69,0.97,正向情感,6.81,57cf4b48230ea68c708785b7fb055df39e2e5b904b4e444246fdeb25bfa4177d
27,秀茶邸家(信義永吉店),Alien Cat Lin,5,在熊貓點看看，法越奶茶好喝，奶茶國王也還可以，嚐鮮的很開心,3 個月前,"Looking at Panda Bear, French milk tea is delicious, even the Milk Tea King is good, eating fresh ones makes me very happy.",0.4,0.0,0.6,0.92,正向情感,3.92,bc6dc57a8b3b69dd8d7a0581e3fef7141fad46540fdbaa88c462a0593d34c915
27,秀茶邸家(信義永吉店),郭霖rin0109,5,"很好喝。不知春杏仁凍。
但真的拜託不要臭臉。
人生已經很難了，買杯飲料還要忍受臭臉丟發票，心情都差了",1 週前,"It's quite nice to drink. I wonder if it's a can of peach pit porridge.
But, really, please don't throw a stink face.
Life is already tough enough, having to endure a stink face while buying drinks and tossing the receipt, my mood is ruined.",0.21,0.11,0.67,0.65,正向情感,4.35,ffa529e4b7e5f88cbc436e42c4537a35e640c846e2509c7172b025edbad5521d
27,秀茶邸家(信義永吉店),Allen,1,鮮奶茶跟本不新鮮，從冰箱拿出來不知道泡多久，完全沒有鮮奶味只有苦茶味！有夠雷😱 …,1 週前,"Fresh milk tea is not fresh, I don't know how long it's been since it was brewed. There's no fresh milk flavor; only bitter tea taste! Enough to shock me 😱 ...",0.06,0.31,0.63,-0.82,負向情感,3.58,c1fa38f18d4df1ca911af858b007ece25313bbf0c997520593964b48cce24ac3
27,秀茶邸家(信義永吉店),laslie alexander,1,"第一次來消費、非常失望
又不是什麼巔峰時期也沒有客人
那位戴眼鏡肉肉的男子臉在臭什麼意思？
現場就一個客人而已耶
如果有負星星，我一定會給",1 週前,"The first time I came to consume, I was extremely disappointed. It wasn't even peak season and there were no customers. What did that beefy-faced man with glasses mean? There was only one customer here after all. If there were stars of misfortune, I would definitely give them.",0.05,0.11,0.83,-0.44,負向情感,4.44,d7861ab42b8b7160d94f2a1abd763e8b3b6848e505e885269cb35dea77ad1050
27,秀茶邸家(信義永吉店),Blake,2,點了一杯海鹽生乳紅茶微糖微冰，冰塊的量和其他家少冰一樣，紅茶有點澀味、海鹽生乳過鹹口感硬和油膩,1 週前,"Ordered a cup of salted cream milk tea with less sugar and less ice, the amount of ice is about the same as other places, the tea has a slightly herbal taste, the salted cream has a salty mouthfeel that's hard and oily.",0.0,0.04,0.96,-0.1,負向情感,3.49,ecfa2c00ac056d407ea79d42083fbff1668bc9d6370b16192ac3d8873ce6fa01
27,秀茶邸家(信義永吉店),Yuna Lin,2,"花東蕎麥茶，喝起來頗水外。
好像茶包泡很久的口感，不太喜歡",4 週前,"Hua Dong millet tea, tastes rather watery. Feels like it's been over-infused.",0.18,0.0,0.81,0.36,正向情感,2.82,b994c614189e0b1d68b00f01373e47de5d44d759b42dc62c94e4348bd8578d8b
27,秀茶邸家(信義永吉店),Joanne Hsu,3,第一次喝，點了國王奶茶，雖然店員推薦是奶味茶味都重的奶茶種類，但是我還是覺得奶味太重，希望下次重返秀茶邸家品嚐其他茶類,1 年前,"The first time I had it, I ordered the King's Milk Tea, although the shop recommended a milk tea with strong milk and tea flavors, I still found the milk flavor too heavy. I hope to try other teas next time when I visit Tea House Estate again.",0.2,0.0,0.8,0.81,正向情感,5.18,b50b9c043cc5c6bb9483ee6918c10fe150e9befbbe7b5e8df035337ada219cbe
27,秀茶邸家(信義永吉店),Kathy Yin,5,"住附近那麼久，第一次買這家～
無咖啡因只有提供蕎麥茶
後來點了 紅柚茉莉 無糖少冰$70
店員提醒：無糖喝起來較為酸澀哦！
紅柚本身帶有水果甜味，不會完全不甜
喝起來像0.5分糖
果粒感十足，蠻清爽順口
天氣熱一不小心很快就喝完",8 個月前,"I've lived nearby for so long, it was my first time buying from here... There is no caffeine, only herbal tea available. Later, I ordered Red Lychee Jasmine, sugar-free and less ice ($70). The staff warned me: ""It's slightly acidic without sugar!"" Red lychee has a natural sweetness, but it won't be completely unsweet. It tastes like half a teaspoon of sugar. The fruit seeds are very noticeable, refreshing and smooth to drink. The weather is hot, I finished it quickly!",0.11,0.04,0.85,0.7,正向情感,5.74,111b5c879444235c7f3ea44e015881f8d0bce2ebd65c95bf2d972fad2f1fa87f
25,山焙(忠孝敦化店),Polly Chou,1,"抽中美祿系列飲品+鑰匙圈，沒指定門市所以就去附近的這家，但真心覺得人員教育訓練需要加強，飲品美味度也是
以下列點說明：
1. 中獎活動交接不明確，拿兌換券給店員的時候櫃檯的兩位店員都表示狐疑，後來進內場問了其他店員，討論了許久才知道如何兌換；另外，鑰匙圈店員表示沒貨無法給我換，我進一步有禮貌的請教應去哪家分店，店員卻沒好氣的叫我自己問其他分店，彷彿妥善規劃這個活動是我的責任
2. 飲料製作不專業，店員不清楚本次主打的美祿系列飲品製作方式，在裡面大聲討論如何製備，並在問我甜度冰塊時說明「恐龍美莓」這款飲料有「奶蓋」故只能做微冰無法去冰，我當然表示理解，但後來我聽到店員在竊竊私語表示原來沒有奶蓋⋯
而事實上我拿到的這款飲料確實沒有奶蓋
3. 杯體設計不良，因為另外有獲得兩個可可球加料，但外帶提把不夠高，根本很難拿之外，店員蓋子根本沒蓋好，膠帶也沒黏好，非常容易就分離⋯內容物掉出來。
再者，有可可球的加料，建議要有較高的杯蓋或湯匙供顧客選取（我願自費加購），而不是撕開封膜就難以收拾，必須馬上吃完，而且用粗吸管是無法食用的，除非等可可球泡軟溶解變小
4. 口感也可以說是不好喝。恐龍美莓是烏龍茶+美祿+草莓糖漿，茶味跟可可味極淡，但草莓香精味非常重；恐龍小白是美祿加蜂蜜白玉，喝起來就是超級稀的美祿加超軟的小顆麻糬，這個價位真的不如自己去買美祿泡。
對了可可球也沒什麼可可味跟甜味，口感像乖乖。",1 週前,"1. The rules of the lottery activity were unclear, and when I presented the exchange voucher to the cashier, both employees seemed uncertain. Later, after asking other staff members inside, it took a long discussion to find out how to redeem it. Additionally, the key ring staff member said they had no stock to exchange for me, and when I politely asked where else to get it, the employee seemed irritated and told me to ask another store instead. It seemed as if planning this activity was my responsibility.
2. The preparation of the drink was unprofessional, and the staff were not clear about the production method of the Lucky Series drinks. They discussed loudly how to prepare it, and when they asked about the sweetness and ice cubes for the ""T-Rex Mixed Berries"" drink, they mentioned that this drink has a ""cream top"" so it can only be made with minimal ice, which I understood but later learned from their hushed whispers that there was no cream top...and indeed the drink I received had no cream top.
3. The cup design was flawed because although I received two extra kernel balls as toppings, the handle was not high enough, making it very difficult to pick up. The lid was not properly sealed and the seal strip was not sticky, so it easily separated...the contents could fall out. Furthermore, the kernel ball topping, which is recommended, should have a higher cup cover or ladle provided for customers to choose (I was willing to pay extra), instead of having to tear open the seal wrap and then unable to clean up, forcing me to drink it immediately before it gets messy, and moreover, the coarse straw was not suitable for consumption unless the kernel balls softened and dissolved.
4. The taste was also unpleasant. The ""T-Rex Mixed Berries"" is black tea + Lucky + raspberry syrup, but the black tea flavor was very subtle, while the raspberry flavor was very strong; the ""Little White T-Rex"" is Lucky with honey white jade, and when drank it was extremely diluted Lucky with soft little grains of tapioca, this price does not compare to buying Lucky tea balls myself.
P.S. The kernel balls also did not have a strong or sweet flavor, the taste was similar to rice pudding.",0.11,0.07,0.82,0.97,正向情感,11.05,4788b2b826d162e58a07c41f9e56606aa6cbdc4fe929b60a83af999069575bf4
25,山焙(忠孝敦化店),Shin Lin (林洵),5,"下班路過買來喝，意外的好喝。
白玉珍珠快沒有了，量不多，店員很貼心問說要不要搭別的料或是免費送我，我又加了很像粉貴的料，結果很好喝耶👍🏻👍🏻👍🏻",4 個月前,"Leaving work, bought some to drink on the way, turned out to be quite delicious. The white jade pearls were almost gone, not much left, the shopkeeper was very considerate asking if I wanted additional flavor or free delivery, I added a sweetener that looked like powdered gold, and it turned out to be very tasty indeed! 👍🏻👍🏻👍🏻",0.21,0.0,0.79,0.92,正向情感,5.04,d3b18610697ae66182231e9891d3861d59312adc9c6623fb4d26dc12a2b9ff62
25,山焙(忠孝敦化店),吳伊聆,5,"抽獎獲得好喝的飲料*2+精美提袋😆

88°c焙茶歐蕾 奶味濃郁
還有一點點蜂蜜提味
就算點無糖 也超好喝👍🏻",2 個月前,"Winning prize: 2 good-to-drink beverages + beautiful bags 😊
   88°c European Oolong Tea: Rich and creamy flavor with a hint of honey aroma. Even without sugar, it's still delicious 👍🏻",0.46,0.0,0.54,0.96,正向情感,5.29,b0087a9746384f9387af4b9e70664621453b3e37c7b233ce316566a831eb6e36
25,山焙(忠孝敦化店),Giselle Lin,5,店裡的小姊姊好熱心，還會根據我喜歡的口味介紹哪個好喝！茶味很真實，推梅果88，裡面還有酸酸的梅子凍，金烏鳳檸也好喝！,6 個月前,"The shop's sister is very warm-hearted and will introduce a good drink according to my taste! The tea flavor is quite authentic. I recommend Pu-erh 88, which contains sour plums that are frozen inside. Golden Oolong is also delicious!",0.23,0.0,0.77,0.87,正向情感,5.47,650db9603e990ebf431da39140f6b2e221c9759c4dca90b3088d16b45c893274
